,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Location Good,Date Occurred (datetime),Zip Code
1662119,180204879,01/19/2018,01/19/2018,2045,2,Rampart,237,946,OTHER MISCELLANEOUS CRIME,1212 0400,17.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946.0,,,,1600 W  TEMPLE                       ST,,"(34.0682, -118.2609)",True,2018-01-19,90026
1697597,181307761,03/08/2018,03/08/2018,950,13,Newton,1377,624,BATTERY - SIMPLE ASSAULT,0913 0416,30.0,F,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5700    COMPTON                      AV,,"(33.9912, -118.2478)",True,2018-03-08,90011
1701513,180807198,03/10/2018,03/10/2018,2241,8,West LA,881,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 0216,51.0,M,B,101.0,STREET,211.0,AXE,IC,Invest Cont,230.0,,,,11700 W  OLYMPIC                      BL,,"(34.0343, -118.4478)",True,2018-03-10,90064
1670037,181805183,01/22/2018,01/22/2018,905,18,Southeast,1802,624,BATTERY - SIMPLE ASSAULT,0361 0400 0416 0447 1202,64.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 W  91ST                         ST,,"(33.9537, -118.2761)",True,2018-01-22,90003
1663953,181204790,01/10/2018,01/10/2018,1030,12,77th Street,1267,901,VIOLATION OF RESTRAINING ORDER,0345 0319 1814,24.0,F,H,101.0,STREET,,,IC,Invest Cont,901.0,,,,83RD                         ST,VERMONT                      AV,"(33.9636, -118.2916)",True,2018-01-10,90044
1690850,180405963,02/13/2018,02/13/2018,1350,4,Hollenbeck,448,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,VALLEY,BLOCK,"(34.0591, -118.1965)",True,2018-02-13,90033
1688936,181706148,02/14/2018,02/13/2018,2300,17,Devonshire,1701,310,BURGLARY,0344 1607 1605,,X,X,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310.0,,,,19800    RINALDI                      ST,,"(34.2751, -118.5652)",True,2018-02-13,91326
1684973,182006152,02/10/2018,02/09/2018,1610,20,Olympic,2024,662,"BUNCO, GRAND THEFT",0701 0800,45.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,500 S  NORMANDIE                    AV,,"(0, 0)",True,2018-02-09,
1691477,180706559,02/24/2018,02/16/2018,1219,7,Wilshire,759,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,26.0,F,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,1100    4TH                          AV,,"(34.0512, -118.3195)",True,2018-02-16,90019
1654111,180304264,01/05/2018,01/04/2018,1505,3,Southwest,363,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822,,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,3700    SANTA ROSALIA                DR,,"(34.0072, -118.3373)",True,2018-01-04,90008
1682482,180805775,02/08/2018,02/07/2018,2130,8,West LA,889,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1251 1259 1906,14.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,1900 S  PREUSS                       RD,,"(34.0447, -118.3853)",True,2018-02-07,90035
1679994,181806061,02/06/2018,02/03/2018,2300,18,Southeast,1826,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9300    COMPTON                      AV,,"(33.9524, -118.246)",True,2018-02-03,90002
1671671,180305797,01/28/2018,01/27/2018,2130,3,Southwest,334,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1236 2032,22.0,F,H,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,,,IC,Invest Cont,440.0,,,,3000 W  JEFFERSON                    BL,,"(34.0256, -118.3282)",True,2018-01-27,90018
1691893,180906697,02/21/2018,02/19/2018,2200,9,Van Nuys,985,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,26.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,4400    HAZELTINE                    AV,,"(34.1505, -118.44)",True,2018-02-19,91423
1680336,182005843,02/04/2018,02/04/2018,1,20,Olympic,2013,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0417 0429 0446 0917 1206 1236 1814 2000 2002,36.0,F,K,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4300 W  2ND                          ST,,"(34.0712, -118.3079)",True,2018-02-04,90004
1666605,180104807,01/12/2018,01/12/2018,2045,1,Central,156,210,ROBBERY,1218 1402 0337 0400 0432 0334 0443 2004,56.0,M,O,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,210.0,998.0,,,6TH                          ST,WALL                         ST,"(34.0428, -118.2461)",True,2018-01-12,90014
1674895,181805417,01/26/2018,01/26/2018,740,18,Southeast,1822,210,ROBBERY,1822 0416 0355 0344,27.0,M,H,102.0,SIDEWALK,304.0,CLUB/BAT,IC,Invest Cont,210.0,,,,FLOWER                       ST,98TH                         ST,"(33.9474, -118.2801)",True,2018-01-26,90003
1689151,181806689,02/16/2018,01/17/2018,2100,18,Southeast,1826,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,,,,1600 E  CENTURY                      BL,,"(33.9457, -118.2462)",True,2018-01-17,90002
1663506,181004397,01/09/2018,01/08/2018,2125,10,West Valley,1029,354,THEFT OF IDENTITY,0100 0929,43.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,15700    MARLIN                       PL,,"(34.1966, -118.4749)",True,2018-01-08,91406
1685607,180107497,02/18/2018,02/18/2018,1940,1,Central,192,210,ROBBERY,0400 0344 0302,57.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,17TH                         ST,FIGUEROA                     ST,"(34.0363, -118.2672)",True,2018-02-18,90015
1693481,181606033,02/22/2018,02/21/2018,2200,16,Foothill,1658,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,29.0,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,6800    HAYWOOD                      ST,,"(34.2491, -118.2794)",True,2018-02-21,91042
1705046,182107488,03/14/2018,03/13/2018,1900,21,Topanga,2142,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,23200    HAMLIN                       ST,,"(34.189, -118.6333)",True,2018-03-13,91307
1665523,182004454,01/09/2018,01/08/2018,2230,20,Olympic,2046,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0352 1221 0321,55.0,F,O,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,800 S  BERENDO                      ST,,"(34.0578, -118.2941)",True,2018-01-08,90005
1666785,180105736,01/25/2018,01/19/2018,1800,1,Central,164,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,26.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)",True,2018-01-19,90013
1674130,181405648,01/26/2018,01/26/2018,1400,14,Pacific,1431,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,21.0,M,A,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,1800    OCEAN FRONT                  WK,,"(33.9858, -118.4727)",True,2018-01-26,90291
1686492,180506313,02/20/2018,02/16/2018,1730,5,Harbor,528,310,BURGLARY,0344 1236,17.0,F,B,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,310.0,,,,1400 E  YOUNG                        ST,,"(33.7867, -118.2465)",True,2018-02-16,90744
1685538,180107395,02/16/2018,02/16/2018,30,1,Central,157,624,BATTERY - SIMPLE ASSAULT,1218 0400 0448 0429,35.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH,SAN PEDRO,"(34.0407, -118.2468)",True,2018-02-16,90014
1674864,181805285,01/23/2018,01/13/2018,1430,18,Southeast,1834,350,"THEFT, PERSON",0416 2000 0344 0370 1814,18.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,626.0,,,10900 S  CENTRAL                      AV,,"(33.9398, -118.2611)",True,2018-01-13,90002
1660015,182004391,01/08/2018,01/03/2018,1310,20,Olympic,2021,354,THEFT OF IDENTITY,0100,35.0,F,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,400 S  VAN NESS                     AV,,"(34.0672, -118.3152)",True,2018-01-03,90020
1700626,180407219,03/15/2018,03/14/2018,1700,4,Hollenbeck,473,330,BURGLARY FROM VEHICLE,0344 1302,42.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,400 S  BREED                        ST,,"(34.0412, -118.213)",True,2018-03-14,90033
1701639,180807368,03/14/2018,03/14/2018,1822,8,West LA,882,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0380 0104 0202,,X,X,412.0,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,IC,Invest Cont,341.0,,,,11300 W  PICO                         BL,,"(34.038, -118.4436)",True,2018-03-14,90064
1676507,180205776,02/04/2018,02/03/2018,2230,2,Rampart,204,310,BURGLARY,0344 1607 0397,33.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,1300    MICHELTORENA                 ST,,"(34.0857, -118.2812)",True,2018-02-03,90026
1687969,181207680,02/19/2018,02/19/2018,1815,12,77th Street,1232,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0429 2027 0319,46.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,SLAUSON                      AV,6TH                          AV,"(33.9891, -118.3235)",True,2018-02-19,90043
1680542,182105706,02/05/2018,02/02/2018,2230,21,Topanga,2137,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0603 0416 0429,26.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,7300    IRONDALE                     AV,,"(34.2034, -118.5852)",True,2018-02-02,91306
1704358,181907474,03/08/2018,03/08/2018,1330,19,Mission,1915,901,VIOLATION OF RESTRAINING ORDER,,63.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,14200    AZTEC                        ST,,"(34.2978, -118.4428)",True,2018-03-08,91342
1694248,182006915,02/23/2018,02/23/2018,330,20,Olympic,2031,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 0416 0444 0448 1243 1813 2000 0432,24.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,700 S  SAINT ANDREWS                PL,,"(34.0597, -118.3112)",True,2018-02-23,90005
1676861,180404216,01/05/2018,01/05/2018,1500,4,Hollenbeck,457,624,BATTERY - SIMPLE ASSAULT,0446,28.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2800 E  CESAR E CHAVEZ               AV,,"(34.0469, -118.2032)",True,2018-01-05,90033
1686414,180506209,02/17/2018,02/16/2018,2000,5,Harbor,507,310,BURGLARY,0329 1601 1609,,X,X,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,310.0,,,,1600 W  219TH                        ST,,"(33.8204, -118.3037)",True,2018-02-16,90501
1671957,180405257,01/29/2018,01/26/2018,1930,4,Hollenbeck,449,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,37.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,2900    MARENGO                      ST,,"(34.0545, -118.1949)",True,2018-01-26,90033
1680582,182105823,02/07/2018,02/06/2018,1900,21,Topanga,2183,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,17.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,4800    LARKWOOD                     AV,,"(34.1579, -118.6285)",True,2018-02-06,91364
1679139,181406288,02/07/2018,02/06/2018,1700,14,Pacific,1414,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,66.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,700    INDIANA                      AV,,"(33.9975, -118.4669)",True,2018-02-06,90291
1665870,182104650,01/13/2018,01/13/2018,1945,21,Topanga,2156,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1202 2021 0444 0429 1241,69.0,F,O,404.0,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,6700    TOPANGA CANYON               BL,,"(34.1926, -118.6059)",True,2018-01-13,91303
1698010,181507238,03/04/2018,03/03/2018,1530,15,N Hollywood,1506,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,COHASSET                     ST,FAIR                         AV,"(34.2067, -118.3747)",True,2018-03-03,91352
1670657,182105099,01/24/2018,01/24/2018,150,21,Topanga,2175,210,ROBBERY,0448 0344 0449,38.0,M,H,210.0,RESTAURANT/FAST FOOD,204.0,FOLDING KNIFE,IC,Invest Cont,210.0,,,,22000    BURBANK                      BL,,"(34.172, -118.6058)",True,2018-01-24,91367
1689129,181806537,02/13/2018,02/13/2018,1430,18,Southeast,1842,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1258 0361 0913 2024,,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230.0,,,,400 W  109TH                        PL,,"(0, 0)",True,2018-02-13,
1669764,181704916,01/21/2018,01/20/2018,2215,17,Devonshire,1777,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,16400    MIRILLA                      ST,,"(34.2422, -118.4897)",True,2018-01-20,91343
1687913,181207588,02/17/2018,02/16/2018,1715,12,77th Street,1269,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0385 0344,56.0,M,B,101.0,STREET,,,IC,Invest Cont,331.0,,,,900 E  81ST                         ST,,"(33.9656, -118.2586)",True,2018-02-16,90001
1690630,180307554,02/23/2018,02/23/2018,924,3,Southwest,338,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0378,17.0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,3100 S  HOOVER                       ST,,"(34.0268, -118.2896)",True,2018-02-23,90007
1662648,180504648,01/15/2018,01/15/2018,1130,5,Harbor,519,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1900    BLINN                        AV,,"(33.799, -118.2459)",True,2018-01-15,90744
1687102,180806139,02/16/2018,02/15/2018,2200,8,West LA,823,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500    RADCLIFFE                    AV,,"(34.0385, -118.5312)",True,2018-02-15,90272
1702061,181007055,03/08/2018,03/06/2018,700,10,West Valley,1045,354,THEFT OF IDENTITY,0929 0930 1822,20.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,17900    MARTHA                       ST,,"(34.1731, -118.5219)",True,2018-03-06,91316
1665907,182104759,01/16/2018,01/16/2018,1345,21,Topanga,2156,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0321,51.0,F,O,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)",True,2018-01-16,91303
1658525,181204622,01/08/2018,01/02/2018,1200,12,77th Street,1267,662,"BUNCO, GRAND THEFT",0800 1900 0113,32.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,8500 S  OLIVE                        ST,,"(33.9612, -118.2793)",True,2018-01-02,90003
1680026,181806139,02/07/2018,02/07/2018,1800,18,Southeast,1802,210,ROBBERY,0344 1202 0444 0448 0446 0416 1309 1822 0342,64.0,F,B,220.0,NAIL SALON,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,100 W  MANCHESTER                   AV,,"(33.9601, -118.2739)",True,2018-02-07,90003
1684013,181506283,02/13/2018,02/12/2018,850,15,N Hollywood,1548,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,31.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)",True,2018-02-12,91601
1676772,180306293,02/05/2018,01/22/2018,1200,3,Southwest,357,354,THEFT OF IDENTITY,0100 1822,26.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1200 W  37TH                         DR,,"(34.0191, -118.2944)",True,2018-01-22,90007
1673349,181105057,01/26/2018,01/25/2018,2115,11,Northeast,1113,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,,M,O,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442.0,,,,2600    COLORADO                     BL,,"(34.1422, -118.223)",True,2018-01-25,90041
1669818,181704958,01/22/2018,01/21/2018,2100,17,Devonshire,1795,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,18000    ROSCOE                       BL,,"(34.2248, -118.5151)",True,2018-01-21,91325
1703078,181408187,03/10/2018,03/08/2018,1755,14,Pacific,1433,940,EXTORTION,1501,37.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940.0,,,,1100    AMOROSO                      PL,,"(33.9971, -118.455)",True,2018-03-08,90291
1672002,180405419,02/02/2018,02/01/2018,1830,4,Hollenbeck,412,510,VEHICLE - STOLEN,,17.0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,100 W  AVENUE 26,,"(34.0765, -118.2157)",True,2018-02-01,90031
1693553,181606283,02/28/2018,02/28/2018,650,16,Foothill,1656,624,BATTERY - SIMPLE ASSAULT,0562 0416,58.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,8600    APPERSON                     ST,,"(34.2561, -118.3201)",True,2018-02-28,91040
1658092,181004378,01/09/2018,01/08/2018,2200,10,West Valley,1023,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,21.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,SHERMAN                      WY,WILBUR                       AV,"(34.2011, -118.5448)",True,2018-01-08,91335
1697811,181407829,03/06/2018,03/05/2018,2300,14,Pacific,1469,903,CONTEMPT OF COURT,1501,63.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903.0,,,,6100 S  LA CIENEGA                   BL,,"(33.9826, -118.3702)",True,2018-03-05,90056
1693124,181407499,02/28/2018,02/28/2018,1905,14,Pacific,1413,510,VEHICLE - STOLEN,,17.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,300    HAMPTON                      DR,,"(33.9965, -118.477)",True,2018-02-28,90291
1663389,180904765,01/14/2018,01/14/2018,1600,9,Van Nuys,974,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,72.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,4600    WILLIS                       AV,,"(34.1545, -118.4552)",True,2018-01-14,91403
1676595,180205980,02/08/2018,02/06/2018,2000,2,Rampart,205,330,BURGLARY FROM VEHICLE,0344 1609,26.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,800 N  VENDOME                      ST,,"(34.0811, -118.2763)",True,2018-02-06,90026
1673494,181105410,02/01/2018,02/01/2018,2000,11,Northeast,1116,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1609,27.0,M,H,104.0,DRIVEWAY,,,AO,Adult Other,745.0,,,,5000    HUB                          ST,,"(34.1178, -118.2064)",True,2018-02-01,90042
1697254,181208494,03/01/2018,03/01/2018,1600,12,77th Street,1233,624,BATTERY - SIMPLE ASSAULT,0447 2004,50.0,F,B,402.0,MARKET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,SLAUSON,WESTERN                      AV,"(33.9892, -118.3089)",True,2018-03-01,90047
1656679,180204195,01/04/2018,01/04/2018,220,2,Rampart,256,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346,48.0,M,H,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,WILSHIRE,LITTLE,"(34.0562, -118.2719)",True,2018-01-04,90017
1703744,181606836,03/13/2018,03/07/2018,900,16,Foothill,1675,354,THEFT OF IDENTITY,1822 0377 0930,40.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8600    LEHIGH                       AV,,"(34.2254, -118.3693)",True,2018-03-07,91352
1693168,181506650,02/19/2018,02/02/2018,1200,15,N Hollywood,1548,354,THEFT OF IDENTITY,0930 1822,31.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5200    SATSUMA                      AV,,"(34.1649, -118.3675)",True,2018-02-02,91601
1678246,181104529,01/14/2018,01/12/2018,2230,11,Northeast,1107,625,OTHER ASSAULT,0447 0603,46.0,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,625.0,,,,5900    WEAVER                       ST,,"(34.1278, -118.1929)",True,2018-01-12,90042
1685743,180206057,02/09/2018,02/08/2018,2100,2,Rampart,204,330,BURGLARY FROM VEHICLE,1609 0344,52.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,HOOVER,SANTA MONICA,"(34.0909, -118.2846)",True,2018-02-08,90029
1662120,180204880,01/19/2018,01/13/2018,700,2,Rampart,265,624,BATTERY - SIMPLE ASSAULT,0448 0400,48.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2100    JAMES M WOOD                 BL,,"(34.0547, -118.2772)",True,2018-01-13,90057
1676645,180305940,01/30/2018,01/30/2018,2055,3,Southwest,398,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1822 1300,38.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,4300 S  FIGUEROA                     ST,,"(34.0074, -118.285)",True,2018-01-30,90037
1672108,180505236,01/27/2018,01/27/2018,2000,5,Harbor,541,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913,59.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745.0,,,,1100    CAPITOL                      DR,,"(33.7569, -118.3026)",True,2018-01-27,90732
1700906,180607988,03/11/2018,03/10/2018,200,6,Hollywood,646,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000 1813 1814 1206 2002,26.0,F,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,6500 W  SUNSET                       BL,,"(34.0987, -118.3337)",True,2018-03-10,90028
1694144,181906986,02/27/2018,02/27/2018,730,19,Mission,1993,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,47.0,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,15300    ROSCOE                       BL,,"(34.2215, -118.4658)",True,2018-02-27,91402
1657122,180404433,01/11/2018,01/11/2018,1500,4,Hollenbeck,407,330,BURGLARY FROM VEHICLE,0344 1302 0377,27.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,4200    MONTEREY                     RD,,"(34.0881, -118.1877)",True,2018-01-11,90032
1688837,181605846,02/17/2018,02/17/2018,1530,16,Foothill,1641,480,BIKE - STOLEN,1251 0344,23.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,480.0,,,,13700    VAN NUYS                     BL,,"(34.2594, -118.4313)",True,2018-02-17,91331
1703766,181606878,03/15/2018,03/14/2018,1730,16,Foothill,1605,510,VEHICLE - STOLEN,,17.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11800    GAIN                         ST,,"(34.2811, -118.3905)",True,2018-03-14,91342
1669092,181404936,01/17/2018,01/15/2018,2200,14,Pacific,1453,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 2004,26.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,4100    REDWOOD                      AV,,"(33.991, -118.4403)",True,2018-01-15,90066
1697150,181207585,02/18/2018,02/18/2018,1650,12,77th Street,1204,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0416 0446 1310 2033 1309,30.0,M,B,101.0,STREET,307.0,VEHICLE,AO,Adult Other,236.0,,,,VERNON,RAYMOND                      AV,"(34.0037, -118.298)",True,2018-02-18,90037
1693454,181605799,02/17/2018,02/15/2018,2015,16,Foothill,1657,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1815 0602 1420 0443 0445 0561,45.0,M,H,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,JA,Juv Arrest,230.0,,,,10100    MOUNTAIR                     AV,,"(34.2523, -118.2932)",True,2018-02-15,91042
1672023,180500579,01/29/2018,01/26/2018,1800,5,Harbor,584,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0311 0329,17.0,X,X,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,740.0,,,,3600 S  GAFFEY                       ST,,"(33.7144, -118.2997)",True,2018-01-26,90731
